terms,label,EuropaCode
Manage multiple tasks simultaneously,make decisions,T3.2
Manage multiple client situations,manage time,T3.1
Manage multiple client situations,allocating and controlling physical resources,S4.3
Manage multiple client situations,manage quality,T3.1
Manage client needs,manage time,T3.1
Manage client needs,allocating and controlling physical resources,S4.3
Manage client needs,manage quality,T3.1
Manage client inquiries,manage time,T3.1
Manage client inquiries,allocating and controlling physical resources,S4.3
Manage client inquiries,manage quality,T3.1
Administrative experience with major operating systems,programming computer systems,S5.1
Administrative experience with major operating systems,manage time,T3.1
Administrative experience with major operating systems,monitoring developments in area of expertise,S2.9
Foundational experience in hardware networking architecture protocols file systems and operating systems,programming computer systems,S5.1
Foundational experience in hardware networking architecture protocols file systems and operating systems,manage time,T3.1
Foundational experience in hardware networking architecture protocols file systems and operating systems,monitoring developments in area of expertise,S2.9
Foundational experience in cybersecurity operations,programming computer systems,S5.1
Foundational experience in cybersecurity operations,information skills,S2.0
Foundational experience in cybersecurity operations,manage time,T3.1
Attack surface management,management skills,S4.0
Attack surface management,programming computer systems,S5.1
Attack surface management,manage time,T3.1
SOC operations,programming computer systems,S5.1
SOC operations,information skills,S2.0
SOC operations,manage time,T3.1
Intrusion detectionprevention systems (IDSIPS),programming computer systems,S5.1
Intrusion detectionprevention systems (IDSIPS),manage time,T3.1
Intrusion detectionprevention systems (IDSIPS),monitoring developments in area of expertise,S2.9
Threat analysis (APT insider threats etc.),programming computer systems,S5.1
Threat analysis (APT insider threats etc.),manage time,T3.1
Threat analysis (APT insider threats etc.),monitoring developments in area of expertise,S2.9
Supervisory skills,plan,T2.2
Supervisory skills,allocating and controlling physical resources,S4.3
Supervisory skills,information skills,S2.0
Work planning techniques,plan,T2.2
Work planning techniques,allocating and controlling physical resources,S4.3
Work planning techniques,management skills,S4.0
demonstrate a high level of integrity,apply knowledge of science technology and engineering,T6.6
demonstrate a high level of integrity,demonstrate loyalty,T4.5
demonstrate a high level of integrity,demonstrate willingness to learn,T3.4
Manage policies,implementing new procedures or processes,S1.9
Ensure adherence to company guidelines,allocating and controlling physical resources,S4.3
Ensure adherence to company guidelines,implementing new procedures or processes,S1.9
Ensure adherence to company guidelines,manage time,T3.1
Excellent analytical,information skills,S2.0
Excellent organizational,show empathy,T4.2
Excellent organizational,information skills,S2.0
Excellent organizational,attend to detail,T3.1
Communication skills,communication collaboration and creativity,S1.0
Problem-solving ability,information skills,S2.0
Problem-solving ability,management skills,S4.0
Work flexible hours,adapt to change,T3.4
Work flexible hours,work efficiently,T3.1
Work flexible hours,work in teams,T4.3
Exercise discretion and judgment,work independently,T3.1
Exercise discretion and judgment,make decisions,T3.2
Exercise discretion and judgment,exercise self-reflection,T3.4
Problem-solving ability,solve problems,T2.3
Communication,show empathy,T4.2
Prioritization skills,show empathy,T4.2
Prioritization skills,attend to detail,T3.1
demonstrate excellent professional customer service,information skills,S2.0
demonstrate excellent professional customer service,management skills,S4.0
demonstrate excellent professional customer service,demonstrate loyalty,T4.5
Problem resolution skills,information skills,S2.0
Problem resolution skills,management skills,S4.0
Problem resolution skills,ensuring compliance with legislation,S3.3
Internet research skills,information skills,S2.0
Internet research skills,managing information,S2.3
Internet research skills,management skills,S4.0
Project management skills,manage time,T3.1
Planning skills,information skills,S2.0
Client management,management skills,S4.0
Client management,plan,T2.2
Client management,manage time,T3.1
Work with customers,management skills,S4.0
Work with customers,plan,T2.2
Work with customers,working with computers,S5.0
Develop implementation plans,management skills,S4.0
Develop implementation plans,plan,T2.2
Develop implementation plans,manage time,T3.1
Manage implementation plans,management skills,S4.0
Manage implementation plans,plan,T2.2
Manage implementation plans,manage time,T3.1
Closing skills,communication collaboration and creativity,S1.0
Closing skills,handling and moving,S6.0
Closing skills,information skills,S2.0
Analytical,organise information objects and resources,T2.2
Interpretive skills,management skills,S4.0
Interpretive skills,information skills,S2.0
Interpretive skills,organise information objects and resources,T2.2
Administrative skills,allocating and controlling physical resources,S4.3
Microsoft Office,information skills,S2.0
Microsoft Office,allocating and controlling physical resources,S4.3
Microsoft Office,management skills,S4.0
Excel,information skills,S2.0
Excel,management skills,S4.0
Excel,allocating and controlling physical resources,S4.3
Word,information skills,S2.0
Word,allocating and controlling physical resources,S4.3
Word,management skills,S4.0
Exceptional customer service,demonstrate loyalty,T4.5
Exceptional customer service,apply knowledge of science technology and engineering,T6.6
Exceptional customer service,assisting people to access services,S3.1
Teamwork,work in teams,T4.3
Teamwork,demonstrate loyalty,T4.5
Teamwork,demonstrate willingness to learn,T3.4
Time management skills,work efficiently,T3.1
Ability to manage multiple priorities,management skills,S4.0
Ability to manage multiple priorities,manage time,T3.1
Ability to manage multiple priorities,manage quality,T3.1
